Valmyndigheten 2014-10-06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
LÄN;KOM;LÄN;KOMMUN;M tal;M proc;C tal;C proc;FP tal;FP proc;KD tal;KD proc;S tal;S proc;V tal;V proc;MP tal;MP proc;SD tal;SD proc;FI tal;FI proc;1016 tal;1016 proc;1054 tal;1054 proc;1108 tal;1108 proc;1124 tal;1124 proc;1127 tal;1127 proc;1130 tal;1130 proc;1155 tal;1155 proc;1156 tal;1156 proc;1161 tal;1161 proc;1183 tal;1183 proc;1188 tal;1188 proc;1191 tal;1191 proc;1192 tal;1192 proc;1193 tal;1193 proc;1203 tal;1203 proc;1224 tal;1224 proc;1225 tal;1225 proc;1227 tal;1227 proc;1228 tal;1228 proc;1240 tal;1240 proc;1241 tal;1241 proc;1244 tal;1244 proc;1245 tal;1245 proc;1246 tal;1246 proc;1247 tal;1247 proc;1248 tal;1248 proc;1249 tal;1249 proc;1250 tal;1250 proc;1251 tal;1251 proc;1252 tal;1252 proc;1253 tal;1253 proc;1254 tal;1254 proc;1255 tal;1255 proc;1259 tal;1259 proc;1262 tal;1262 proc;1263 tal;1263 proc;339 tal;339 proc;450 tal;450 proc;470 tal;470 proc;555 tal;555 proc;ADK tal;ADK proc;AfR tal;AfR proc;AIL tal;AIL proc;AltBr tal;AltBr proc;ALTER tal;ALTER proc;ALV tal;ALV proc;Ar P tal;Ar P proc;BAP tal;BAP proc;BEP tal;BEP proc;BJP tal;BJP proc;BoA tal;BoA proc;Bollp tal;Bollp proc;BOP tal;BOP proc;Bov tal;Bov proc;BP tal;BP proc;BUSP tal;BUSP proc;ByP tal;ByP proc;BÅP tal;BÅP proc;DHA tal;DHA proc;DiD tal;DiD proc;DIR tal;DIR proc;DjuP tal;DjuP proc;DKL tal;DKL proc;DP tal;DP proc;E-aP tal;E-aP proc;ENH tal;ENH proc;EP tal;EP proc;FAP tal;FAP proc;FaV tal;FaV proc;ffs tal;ffs proc;FHT tal;FHT proc;FiA tal;FiA proc;Fil tal;Fil proc;FJK tal;FJK proc;FL tal;FL proc;FNO tal;FNO proc;FOV tal;FOV proc;Fpar tal;Fpar proc;FPO tal;FPO proc;FR tal;FR proc;FRAK tal;FRAK proc;FramP tal;FramP proc;Frams tal;Frams proc;FraP tal;FraP proc;FraPa tal;FraPa proc;FreD tal;FreD proc;Frmp tal;Frmp proc;Frpa tal;Frpa proc;Frpar tal;Frpar proc;FRSP tal;FRSP proc;FSPV tal;FSPV proc;Fsteg tal;Fsteg proc;Ftid tal;Ftid proc;FÖL tal;FÖL proc;FöNyL tal;FöNyL proc;GL tal;GL proc;GPS tal;GPS proc;GÖF tal;GÖF proc;HEL tal;HEL proc;HiT tal;HiT proc;HOP tal;HOP proc;HP tal;HP proc;HS tal;HS proc;Häp tal;Häp proc;Härjp tal;Härjp proc;K tal;K proc;Kap tal;Kap proc;KB tal;KB proc;Kbabo tal;Kbabo proc;KBO tal;KBO proc;KF tal;KF proc;KiM tal;KiM proc;Kirp tal;Kirp proc;KL tal;KL proc;Klip tal;Klip proc;KNEG tal;KNEG proc;KNU tal
17;15;Värmlands län;Kil;1329;16,85;1318;16,71;199;2,52;227;2,88;3354;42,53;348;4,41;396;5,02;683;8,66;8;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;30;Värmlands län;Eda;455;9,82;661;14,27;106;2,29;132;2,85;1339;28,9;334;7,21;31;0,67;279;6,02;2;0,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1285;27,74;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;37;Värmlands län;Torsby;1358;17,66;970;12,61;182;2,37;100;1,3;3566;46,37;567;7,37;173;2,25;739;9,61;9;0,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;60;Värmlands län;Storfors;320;12,04;360;13,55;30;1,13;62;2,33;1160;43,66;340;12,8;34;1,28;344;12,95;3;0,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;61;Värmlands län;Hammarö;2083;20,47;510;5,01;601;5,9;817;8,03;4324;42,48;520;5,11;749;7,36;547;5,37;10;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;62;Värmlands län;Munkfors;108;4,32;318;12,71;289;11,56;6;0,24;1437;57,46;107;4,28;63;2,52;170;6,8;2;0,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;63;Värmlands län;Forshaga;1104;14,56;1007;13,28;206;2,72;211;2,78;3582;47,26;311;4,1;290;3,83;698;9,21;5;0,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;64;Värmlands län;Grums;962;16,29;653;11,06;123;2,08;55;0,93;3009;50,96;243;4,12;303;5,13;514;8,7;12;0,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;65;Värmlands län;Årjäng;497;8,5;1432;24,5;643;11;799;13,67;1739;29,75;81;1,39;144;2,46;423;7,24;2;0,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;66;Värmlands län;Sunne;1330;14,93;1819;20,42;415;4,66;116;1,3;2592;29,1;236;2,65;448;5,03;779;8,74;13;0,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1144;12,84;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;80;Värmlands län;Karlstad;13786;22,89;3511;5,83;3328;5,53;3109;5,16;21839;36,26;3447;5,72;5372;8,92;4047;6,72;955;1,59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;137;0,23;;;;;;;;;;;;;;;;;;;;;
17;81;Värmlands län;Kristinehamn;2733;17,1;1799;11,25;1488;9,31;545;3,41;6049;37,84;1185;7,41;776;4,85;1361;8,51;11;0,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;82;Värmlands län;Filipstad;1301;19,44;309;4,62;210;3,14;141;2,11;2720;40,63;471;7,04;163;2,44;1176;17,57;7;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;182;2,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;83;Värmlands län;Hagfors;513;6,45;898;11,29;518;6,51;47;0,59;4024;50,6;688;8,65;155;1,95;1080;13,58;7;0,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;84;Värmlands län;Arvika;2512;15,01;1747;10,44;738;4,41;322;1,92;7816;46,72;1188;7,1;898;5,37;1435;8,58;35;0,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
17;85;Värmlands län;Säffle;1198;11,9;2481;24,65;206;2,05;213;2,12;2561;25,45;236;2,35;333;3,31;1385;13,76;6;0,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;14;Örebro län;Lekeberg;688;14,11;1204;24,69;143;2,93;262;5,37;1352;27,72;202;4,14;194;3,98;513;10,52;3;0,06;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;303;6,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;60;Örebro län;Laxå;508;13,75;403;10,91;136;3,68;679;18,38;1186;32,1;403;10,91;178;4,82;192;5,2;4;0,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;61;Örebro län;Hallsberg;1307;12,7;817;7,94;382;3,71;488;4,74;4689;45,58;689;6,7;427;4,15;1423;13,83;26;0,25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;0,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;62;Örebro län;Degerfors;435;6,76;313;4,86;131;2,04;184;2,86;2006;31,17;2697;41,91;225;3,5;425;6,6;5;0,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;63;Örebro län;Hällefors;707;16,16;435;9,94;86;1,97;35;0,8;1165;26,62;961;21,96;56;1,28;398;9,1;6;0,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;411;9,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;64;Örebro län;Ljusnarsberg;373;11,91;258;8,23;102;3,26;18;0,57;1174;37,47;214;6,83;237;7,56;747;23,84;1;0,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;0,16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;80;Örebro län;Örebro;17066;18,48;5368;5,81;6042;6,54;6092;6,6;33264;36,03;5525;5,98;7427;8,04;7961;8,62;1419;1,54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;328;0,36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15;0,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;228;0,25;;;;;;;;;;;;;;;;;;;;;
18;81;Örebro län;Kumla;2285;16,97;857;6,36;1365;10,14;725;5,38;5367;39,86;694;5,15;697;5,18;1410;10,47;24;0,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;82;Örebro län;Askersund;1371;18,1;712;9,4;244;3,22;431;5,69;2880;38,01;484;6,39;365;4,82;935;12,34;13;0,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;83;Örebro län;Karlskoga;4646;23,63;695;3,53;906;4,61;619;3,15;8191;41,65;1269;6,45;1177;5,99;1603;8,15;20;0,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;84;Örebro län;Nora;878;12,83;613;8,96;192;2,81;197;2,88;2694;39,38;698;10,2;302;4,41;546;7,98;5;0,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;85;Örebro län;Lindesberg;2381;15,5;1853;12,06;411;2,68;498;3,24;5922;38,55;689;4,48;751;4,89;2648;17,24;18;0,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60;0,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;4;Västmanlands län;Skinnskatteberg;157;5,33;180;6,11;880;29,87;29;0,98;1137;38,59;228;7,74;93;3,16;228;7,74;1;0,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;7;Västmanlands län;Surahammar;874;14,02;817;13,1;257;4,12;179;2,87;2366;37,95;718;11,52;262;4,2;737;11,82;3;0,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;60;Västmanlands län;Kungsör;969;18,23;683;12,85;461;8,67;180;3,39;1889;35,54;290;5,46;206;3,88;616;11,59;5;0,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;61;Västmanlands län;Hallstahammar;1203;12,29;464;4,74;702;7,17;339;3,46;4625;47,25;881;9;395;4,04;1143;11,68;18;0,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;62;Västmanlands län;Norberg;278;7,44;199;5,32;115;3,08;36;0,96;1460;39,06;784;20,97;85;2,27;460;12,31;13;0,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;80;Västmanlands län;Västerås;22428;24,49;5095;5,56;7885;8,61;3499;3,82;31502;34,4;5693;6,22;6044;6,6;8200;8,95;164;0,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36;0,04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;190;0,21;;;;;;;;;;;;;;;;;;;;;
19;81;Västmanlands län;Sala;1711;11,86;2912;20,19;438;3,04;384;2,66;4449;30,84;588;4,08;541;3,75;1474;10,22;289;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;82;Västmanlands län;Fagersta;983;12,39;194;2,45;193;2,43;61;0,77;3042;38,35;2337;29,46;104;1,31;1008;12,71;7;0,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;83;Västmanlands län;Köping;2336;14,61;1409;8,81;788;4,93;400;2,5;6984;43,67;1242;7,77;630;3,94;2153;13,46;15;0,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
19;84;Västmanlands län;Arboga;1820;20,54;490;5,53;671;7,57;362;4,08;3460;39,04;511;5,77;498;5,62;864;9,75;12;0,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
